	address	akadaly	allapot	berleti_jog_atadas	busz	butorozott	city	city_latitude	city_longitude	contract	district	dohanyzas	ejszakai-busz	energia	epites_eve	futes	futes_elso	futes_masodik	id	kilatas	kisallat	koltozheto	komfort	kondi	metro	min_berl_honapban	parkolas	parkolas_konstrukcio	parkolohely_ar	parkolohely_berles	pince	price_ft	real_estate_type	rezsi_ft	room	room_full	room_half	size_m2	stemmed_text	szintek	telek_m2	tetoter	text	troli	type	villamos	wc
25	Nagykovácsi út 6.		újszerű	nem	63	igen	Nagykovácsi	47.5762363	18.882064	kiado			963		2001-2010 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/nagykovacsi/kiado+haz/csaladi-haz/pest+megye+nagykovacsi+nagykovacsi+ut+6/21846799	kertre néző		azonnal	luxus			12	önálló garázs	benne van az árban				625000	haz	100000	4	4	0	180	english below a 2003 ban eric van egeraat terv alapjan epult hillside lakopark budapesttol adyligettol 1 km re talahato az amerikai iskola kozeleben a lakoparkban gondozott kert 24 oras portaszolgalat all rendelkezesre ez a szolgaltatasok a kozos koltsegben benne foglaltatik foglaltat a lakas szep allapotban van frissen festett frissan csiszolt parkettaval gyonyoru boffi konyhaval csucs gepekkel miele suto indukcios fozolap mosogatogep liebherr huto borhutovel felszerel mosogep szaritogep rendelkezesre all szep design butorokkal be van rendez de butor nelkul is kiveheto terasz kerti butort green egget szint tud ad foldszinten nagy egyteru nappali konyha 60nm nagy kertkapcsolatos terasz 600 negyzetemeters sajat kert garazs wc gardrob eloszoba emelet 3 haloszoba 2 furdo moskonyha erkely beepitett gardrob hillside residence was built in 2003 designed by eric van egeraat ground floor is loft space with a approx 60 sqm sitting room kitchen combo 3 bedrooms and two bathrooms one of them is en suit can be found upstairs garage nice terrace and private garden 600sqm legally in nagykovacsi but only 1 km from budapest 2nd district adyliget very close to the american international school non stop security service gardening with or without nice design furniture and full equipment boffi kitchen miele oven induction dishwasher liebherr fridge wine cooler washing and drying machine garden furniture green egg etc etc	2	600.0				családi ház		külön és egyben is
26	3. kerület, Határ út		újszerű	nem	219,160		Budapest	47.4983815	19.0404707	kiado	3. kerület		943,960			gáz (cirko)	gáz (cirko)		https://ingatlan.com/iii-ker/kiado+haz/csaladi-haz/budapest+3+kerulet+hatar+ut/25238787													245000	haz	0	2 + 1 fél	2	1	73	ékszerdoboz a nyugalom sziget csillaghegy igényes kis ház megfizethető áron az akadálymentesített 73 nm 2 és félszobás étkezős családi ház 180 nm es gondozott kert és 2 autó beállóval hosszútáv megbízható pár kiadó a beépített bútorok és gép kívül bútorozatlanul kiadó azonnal költözhető szerződéskötés 1 havi bérleti díj és 3 havi kaució szükséges referencia szám hz429080	földszintes	180.0				családi ház		
27	2. kerület, Selyemakác lakópark	nem	újszerű	nem	65	nem	Budapest	47.4983815	19.0404707	kiado	2. kerület				2001-2010 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/csaladi-haz/budapest+2+kerulet+selyemakac+lakopark/25831556	panorámás	nem hozható	azonnal	duplakomfortos	van			önálló garázs	benne van az árban				626087	haz	0	5	5	0	220	ii kerület nagyon szép csendes zöldövezeti környezet 220 m2 es panorámás családi ház kiadó a ház 2 szintes pinceszint található benne földszint nappali étkező konyha 1 hálószoba wc emelet 3 hálószoba 3 fürdőszoba és 3 gardrób a pinceszint mosókonyha tároló garázs 2 autó számára az épület egy 2000 ben épült 24 órás biztonsági szolgálat recepció rendelkező lakópark helyezkedik el a ház saját kertrész tartozik bérleti díj 2000 euró hó áfa azonnal költözhető	3	600.0				családi ház		külön és egyben is
28	2. kerület, Szépvölgy		újszerű	nem		nem	Budapest	47.4983815	19.0404707	kiado	2. kerület				2001-2010 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/csaladi-haz/budapest+2+kerulet/25859451	kertre néző		azonnal	luxus	van		12	önálló garázs	benne van az árban				626087	haz	0	5	5	0	220	kiadó a szépvölgyi út közel a hármashatár hegy természetvédelmi terület szél két hektáros villapark egy önálló 220nm es pince kétszintes ház 2garázzsal márc 1 től költözhető ingatlan helyszín szépvölgyi út közel a hármashatár hegy természetvédelmi terület szél két hektáros villapark 24 órás biztonsági szolgálat recepció a páratlan panorámájú telek a hármashatár hegy egy természetvédelmi terület szél húzódik húzód a park övező gyönyörű erdő kiránduló útjai és tisztásaival kellemes kikapcsolódás ad lehetőség a szép környezet vágyó bérlő különösen ideális a környezet gyermekes család rész igényesen kialakított ház és lakás apartman csendes zöldövezet teljes kényelem és biztonság nyújt bérlő a kert gondozásár a hó eltakarítás és a kis javítás elvégzés gondnoki szolgálat áll rendelkezés ház jellemzői 2000 ben épült 3 szintes bútorozatlan de konyhabútor és gép felszerelt riasztó és klíma berendezés az itt lakó kényelem kényelme biztosít a szauna az egészséges életmód segít ház méret a ház hasznos terület 220nm földszint nappali szoba étkező konyha wc emelet 3 szoba 3 fürdő 3 gardrób pinceszint mosókonyha tároló 2 állásos garázs belmagasság m műszaki felszereltség a ház fűtés és melegvíz szolgáltatás cirko gázkazán szolgáltat az elhasznált víz mennyiség mérés vízóra felszerelés került kiépített a riasztó felszerelt klímaberendezés költség közös költség nincsen rezsi fogyasztás alap önálló mérőóra szerint fizetendő tároló a pinceszint tágas önálló tároló helyiség van mely száraz tiszta és biztonságos garázs a pinceszint 2 gépkocsi számára önálló fűtött garázs alakított ki a garázshasználat a bérleti díj rész bérleti díj 2 000 euró áfa rezsi minimum 1 év kiadó 3 havi kaució szükséges amennyiben tetszett a hirdetés és megnéz még néhány hasonló ingatlan tekint meg a lotus house további kínálat és válogat közel 1000 budai ingatlan közül	3	600.0				családi ház		külön és egyben is
29	3. kerület, Királylaki út		újszerű	nem	237,137		Budapest	47.4983815	19.0404707	kiado	3. kerület		937	A+		gáz (cirko)	gáz (cirko)		https://ingatlan.com/iii-ker/kiado+haz/ikerhaz/budapest+3+kerulet+kiralylaki+ut/25780004	panorámás			duplakomfortos				önálló garázs	benne van az árban			nincs	280000	haz	30000	3 + 1 fél	3	1	91	iii kerület a királylaki út ikerház egyik lakás kizárólag hosszú táv minimum két év kiadó a lakás üres a konyha felszerelt beépített hűtő és beépített mosogatógép is van benne 3 5szobás amerikai konyha nappali 40m2 mely kandalló található ami alkalmas a ház befűtésére két tágas hálószoba beépített szekrény és egy kis szoba ami alkalmas dolgozószoba vagy kisbaba egy mosókonyha ott is beépített gardrób található és két fürdőszoba mely az egyik sarokkádas másik zuhanyzós nappali nyílik egy 18m2 es terasz és egy saját 70m2 es kert riasztó felszerelt lakás és a bérleti díj tartalmaz egy garázsbeállót is egy gépkocsi számára két havi kaució és egy havi bérleti díj ellenében azonnal költözhető	földszintes	160.0				ikerház		
30	3. kerület, Aranypatak utca		felújított	nem		megegyezés szerint	Budapest	47.4983815	19.0404707	kiado	3. kerület					gáz (cirko)	gáz (cirko)		https://ingatlan.com/iii-ker/kiado+haz/csaladi-haz/budapest+3+kerulet+aranypatak+utca/25860051	panorámás	hozható	azonnal	összkomfortos			12	önálló garázs	benne van az árban			nincs	200000	haz	30000	4	4	0	90	iii kerület csúcshegy egy nappali 3szobás felújított erkélyes teraszos kertkapcsolatos családi ház kiadó elrendezés földszint amerikai konyhás nappali konyhabútor gaz tűzhely villany sütő hűtő ülő garnitúra ebédlő asztal 4 szék es gyönyörű kilátás rendelkező erkély felül 3 hálószoba az egyik önálló erkélyes és egy wc s fürdőszoba található egyik szoba komplett berendez hálószoba nak új bútorok berendez vagy anélkül is igény szerint bérelhető a ház tartozik egy hatalmas rengeteg lehetőség rendelkező önnálló kert szalonnasütő kemence veteményes valamint egy utcafrontról nyíló motoros kapu rendelkező fedett autóbeálló és egy nagy tároló is rezsi alacsony szem díj 5000 korlátlan gyors internet 5000 gaz es villany fogyasztás függő az alsó szuterén szint külön bejáratú kb 40 nm es lakrész vizes blokk és konyha igény eset a teljes ingatlan bérbeadó ez eset a bérleti díj 300 000ft hó csak gépjármű rendelkező ajánlom a ház vezeto ut földút jelenleg rossz állapot van de tavasz ismet javít minimum 1 év bérelhető 2 havi kaució azonnal költözhető czakó zoltán tel a közvetítés a bérlő rész ingyenes nyugodtan hívhat a késői óra akár hétvég is kattint a logomra név vagy további hirdetés oldal függöen és néz meg további ajánlat vár megtisztelő hívás	2	1500.0				családi ház		egy helyiségben
31	Jókai köz			nem		részben bútorozott	Szada	47.6363477	19.3117491	kiado									https://ingatlan.com/szada/kiado+haz/csaladi-haz/pest+megye+szada+jokai+koz/24628028	panorámás		azonnal		van		12	önálló garázs	benne van az árban				315000	haz	75000	6	6	0	180	szadán pest megye hosszú táv családi ház bérbeadó szada szép rész nyugodt és zöld környezet hosszú táv kiadó luxus kivitelezésű ikerház fele a ház rendszeresen karbantartott nagyon jó állapot van 1 180 nm es parkosított enyhén lejtős telek helyezkedik el a kilátás gyönyörű egészen a dunakanyar lehet látni a ház háromszintes világos és tágas lakóterület 180 nm helyiség 2 nappali 4 szoba étkező konyha 2 fürdőszoba vendég mosdó gardrób terasz és garázs több generáció is lakhat az ingatlan számos extra rendelkezik 50 nm es úszómedence klímaberendezés automata redőny kandalló márvány burkolt fürdőszoba és lépcső beépített szekrénysor beépített konyhabútor távműködtetésű kapu vízlágyító berendezés viacolor burkolat az udvar kerti csap külön vízóra az említett kívül a ház bútorozatlan gépkocsi beállási lehetőség garázs és zárt udvar a telek aszfaltozott út lehet megközelít szada veresegyház és gödöllő között fekszik budapest és a repülőtér 20 percnyi az m0 m3 és m31 autópálya csupán 5 perces távolság vannak iskola óvoda orvos buszmegálló és köz is van 5 perc belül minden gyalog elérhető bérleti díj 315 000 ft hó rezsi átlag 75 000 ft hó kaució 2 havi díj van közvetítő érdeklődik érdeklőd közvetlenül a tulajdonos lehet az érdeklődés angol vagy német nyelv is lehetséges		1180.0				családi ház		külön és egyben is
32	12. kerület, Tamási Áron utca		felújított	nem	102,110,112	nem	Budapest	47.4983815	19.0404707	kiado	12. kerület		990			gáz (cirko)	gáz (cirko)		https://ingatlan.com/xii-ker/kiado+haz/csaladi-haz/budapest+12+kerulet+tamasi+aron+utca/24493998	kertre néző	hozható	azonnal	luxus	van		12	önálló garázs	benne van az árban				700000	haz	0	6	6	0	315	kiemelt zöldövezet kitűnő közlekedés orbán hegy ősfás telek kiadó egy 315 nm es 210 nm es lakótér terasz erkély rendelkező nappali 5 szobás nagy étkezős luxus komfortos dupla garázsos felújított családi ház garázs szint található mosókonyha nagy tároló és egy ablakos szoba mely hobbi szoba fitnesz részleg vendég szoba egyaránt használható első szint helyezkedik el a 40 nm es nagy teraszos és kertkapcsolatos nappali vendég vagy dolgozó szoba nyitott de egyben szeparálható konyha tágas étkező zuhanyzós fürdő toalett az emelet kapott hely három kényelmes háló egyik erkély kapcsolatos és a kádas fürdő a kiváló állapotú klíma és riasztó gépesített konyha felszerelt barátságos ingatlan déli fekvés köszönhetően napos világos a kellemes környék önmaga beszél csend és nyugalom jellemez de a városközpont 10 perc belül elérhető infrastruktúra közlekedés kitűnő közelben található nemzetközi óvoda happy kids stb iskola britannica deutsche schule osztrák magyar iskola stb gyermek nem akadály kisállat tartás megengedett iroda is kitűnő választás bérleti díj 700 ezer ft hó rezsi 2 havi kaució szükséges	2	1000.0				családi ház		külön és egyben is
33	12. kerület, Thomán István utca		újszerű	nem	110,112	nem	Budapest	47.4983815	19.0404707	kiado	12. kerület		990		2001-2010 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/xii-ker/kiado+haz/csaladi-haz/budapest+12+kerulet+thoman+istvan+utca/25582697	panorámás		azonnal	duplakomfortos	van			önálló garázs	benne van az árban			van	700000	haz	50000	5	5	0	275	xii hegyvidék közel a nemzetközi iskola család vagy iroda kiadó 275 nm es belső 3 szintes cirkófűtéses duplakomfortos újszerű állapotú családi ház 1000 nm es saroktelek a ház hatalmas ősfás kert gyönyörűen parkosított automata öntözőrendszer ellátott közvetlen kertkapcsolat van a nappali továbbá erkély is vannak a fenti szint csendes nyugalmas környezet található az alsó szint van a 36 nm es garázs kazánház mosókonyha kamra és 3 db tárolóhelyiség a földszint van az előszoba nagy nappali fa parketta külön konyha étkező hall hálószoba fürdő zuhanyzó és külön wc az emelet pedig 3 hálószoba 25 18 18nm fürdő kád wc vel és külön wc az ingatlan bútorozatlanul kiadó a konyha teljesen gépesített kerámia lap sütő páraelszívó mosogatógép továbbá légkondicionált biztonsági szolgálat bekötött riasztó a garázs 2 autó számára alkalmas de a ház mellett még ingyenesen parkolhat több autó buszmegálló egy sarok a járat 110 112 bevisz a belváros tesco és bevásárlóközpont közel brit német osztrák iskola közel család tökéletesen megfelelő de iroda is ideális azonnal költözhető hosszútáv 2 havi kaució szükséges bérleti díj 700000 ft hó rezsi hív bizalom	3	1000.0	beépített			családi ház		külön és egyben is
34	Fő út		közepes állapotú	nem		részben bútorozott	Taksony	47.3299781	19.0623899	kiado		megengedett			1981-2000 között	gázkazán	gázkazán		https://ingatlan.com/taksony/kiado+haz/csaladi-haz/pest+megye+taksony+fo+ut/25581767	utcai	hozható	2018 április	összkomfortos	nincs		12	önálló garázs				nincs	130000	haz	35000	4 + 1 fél	4	1	118	kiadó taksony a fő út 695 nm s saroktelek egy 3 szintes 4 5 szobás világos családi ház a ház szintenkénti alapterület 70 nm a földszint garázs található valamint egy 38 nm tároló az első és a második emelet található a 110 nm s lakótér 16 nm s terasz a két utca szintbeli különbség miatt az első emelet a fő utca felől szint megközelíthető az első emeleti hatalmas ablak köszönhetően a ház fényár úszik itt található a konyha és az étkező az első emelet korábban műhely volt igény szerint az is lakótérré alakítható a 2 emelet egy 2 irány ablakos nappali szoba és 3 hálószoba található a ők tartozó fürdőszoba a garázs 3 autó elegendő bőséges hely található a szintenkénti monolit födém köszönhetően az összes fal áthelyezhető a ház mögött gondozott kert található a szintkülönbség miatt ide az utca zaj egyáltalán nem hallatszik be a kert még legalább 3 autó elegendő betonozott parkoló került kialakítás a 37 év épült ház szerkezetileg rend van azonnal költözhető 4 6 fős család számára elegendő hely kínál rezsiköltség átlagos jó közlekedés rengeteg tárolóhely minimum egy év kiadó a bérlés feltétel a 3 havi kaució és az első havi bérleti díj kifizetés	3	695.0				családi ház		külön és egyben is
35	Pest megye		újszerű	nem			Nagykovácsi	47.5762363	18.882064	kiado						gáz (cirko)	gáz (cirko)		https://ingatlan.com/nagykovacsi/kiado+haz/csaladi-haz/pest+megye+nagykovacsi/23340347	kertre néző			duplakomfortos				teremgarázs hely	benne van az árban				876960	haz	0	5	5	0	268	a hillside residence lakópark egyik szép ház bérelhetõ a nyugalom sziget nevezett több hektáros lakópark egymás távol fekszik a ház megfelelõ privát élettér biztosít a gyönyörûen benapozik benapoz ház csodás tágas tér óriási ebédlõ és nappali terasz és kert felszerelt konyha két fürdõszoba a ház bútorozatlanul kerül átadás a kétállásos garázs is van közvetlen bejár a lakótér a lakópark portaszolgálat tökéletesen biztonságos környezet http www immocity hu		400.0				családi ház		külön és egyben is
